      0      1      1      0  1.0000000E+02  1.0000000E+02  1.4395596E-11  1.0000000E+00  3.1731051E-01
      0      1      1      1  1.4753083E-01  1.3729621E-01  1.3206788E-02 -7.7495130E-01  4.3836844E-01
      0      1      1      2  5.9361881E-02  5.7598197E-02  5.8411646E-03 -3.0194049E-01  7.6269743E-01
      0      1      1      3  2.1943241E-02  3.1627243E-02  2.8176110E-03  3.4369552E+00  5.8829282E-04
      0      1      1      4  1.9555892E-02  2.6115781E-02  2.5276739E-03  2.5952277E+00  9.4528262E-03
      0      1      1      5  1.8115573E-02  2.4027213E-02  2.5449769E-03  2.3228659E+00  2.0186357E-02
      0      1      1      6  1.3604510E-02  1.7993139E-02  1.8681837E-03  2.3491419E+00  1.8816732E-02
      0      1      1      7  1.1208444E-02  1.5649257E-02  1.5343059E-03  2.8943470E+00  3.7994804E-03
      0      1      2      0  1.0000000E+01  1.0000000E+01  9.5923269E-14 -1.0000000E+00  3.1731051E-01
      0      1      2      1  1.7415353E-01  1.6871323E-01  1.2369447E-02 -4.3981698E-01  6.6006967E-01
      0      1      2      2  7.8105695E-02  7.1926409E-02  6.2802917E-03 -9.8391707E-01  3.2515629E-01
      0      1      2      3  3.0854980E-02  3.7882189E-02  2.9285998E-03  2.3995115E+00  1.6416966E-02
      0      1      2      4  2.7698888E-02  3.2228897E-02  2.8095472E-03  1.6123626E+00  1.0688305E-01
      0      1      2      5  2.6127330E-02  3.0611123E-02  2.9441189E-03  1.5229660E+00  1.2776721E-01
      0      1      2      6  2.0478448E-02  2.2682878E-02  2.1849718E-03  1.0089055E+00  3.1301995E-01
      0      1      2      7  1.5920140E-02  1.9314741E-02  1.7204352E-03  1.9731059E+00  4.8483493E-02
      0      2      1      0  1.0000000E+02  1.0000000E+02  1.4395596E-11  1.0000000E+00  3.1731051E-01
      0      2      1      1  1.4753083E-01  1.5861668E-01  1.3009217E-02  8.5215356E-01  3.9412887E-01
      0      2      1      2  5.9361881E-02  6.7956102E-02  6.2589166E-03  1.3731163E+00  1.6971618E-01
      0      2      1      3  2.1943241E-02  3.5143429E-02  2.9269130E-03  4.5099354E+00  6.4847360E-06
      0      2      1      4  1.9555892E-02  2.8945708E-02  2.7166290E-03  3.4564218E+00  5.4739798E-04
      0      2      1      5  1.8115573E-02  2.6742988E-02  2.7538901E-03  3.1328102E+00  1.7314138E-03
      0      2      1      6  1.3604510E-02  1.8750328E-02  1.8622735E-03  2.7631912E+00  5.7239226E-03
      0      2      1      7  1.1208444E-02  1.6924360E-02  1.5956605E-03  3.5821630E+00  3.4076100E-04
      0      2      2      0  1.0000000E+01  1.0000000E+01  9.5923269E-14 -1.0000000E+00  3.1731051E-01
      0      2      2      1  1.7415353E-01  1.8603672E-01  1.1514709E-02  1.0320008E+00  3.0207175E-01
      0      2      2      2  7.8105695E-02  8.2366694E-02  6.1986404E-03  6.8740857E-01  4.9182530E-01
      0      2      2      3  3.0854980E-02  4.1594607E-02  2.9046392E-03  3.6974046E+00  2.1781506E-04
      0      2      2      4  2.7698888E-02  3.5316330E-02  2.8885506E-03  2.6371155E+00  8.3614365E-03
      0      2      2      5  2.6127330E-02  3.3634029E-02  3.0345246E-03  2.4737643E+00  1.3369787E-02
      0      2      2      6  2.0478448E-02  2.3274391E-02  2.1241034E-03  1.3162934E+00  1.8807557E-01
      0      2      2      7  1.5920140E-02  2.0666142E-02  1.7289703E-03  2.7449872E+00  6.0513256E-03
      1      1      1      0  2.6277890E-02  3.5019140E-02  4.6850956E-03  1.8657570E+00  6.2075369E-02
      1      1      1      1  2.4004949E-02  3.2309575E-02  4.6913257E-03  1.7702088E+00  7.6692357E-02
      1      1      1      2  1.8922945E-02  2.7231423E-02  4.0497658E-03  2.0515947E+00  4.0209065E-02
      1      1      1      3  1.1206829E-02  1.9366395E-02  2.3803209E-03  3.4279266E+00  6.0820989E-04
      1      1      1      4  1.0671369E-02  1.7882747E-02  2.3330219E-03  3.0910031E+00  1.9948153E-03
      1      1      1      5  1.0411372E-02  1.6892325E-02  2.3021301E-03  2.8151983E+00  4.8747143E-03
      1      1      1      6  8.1941882E-03  1.2754259E-02  1.4715046E-03  3.0989174E+00  1.9422919E-03
      1      1      1      7  8.0666722E-03  1.2440973E-02  1.4672858E-03  2.9812192E+00  2.8710322E-03
      1      1      2      0  4.0835278E-02  4.9468210E-02  6.7291649E-03  1.2829127E+00  1.9952266E-01
      1      1      2      1  3.9454793E-02  4.7555733E-02  7.0120116E-03  1.1552946E+00  2.4796979E-01
      1      1      2      2  3.3160707E-02  4.0642808E-02  6.2180076E-03  1.2032956E+00  2.2886195E-01
      1      1      2      3  1.7123641E-02  2.6052735E-02  3.1567083E-03  2.8286094E+00  4.6750726E-03
      1      1      2      4  1.6241713E-02  2.4778676E-02  3.2650310E-03  2.6146653E+00  8.9314921E-03
      1      1      2      5  1.6028133E-02  2.3919566E-02  3.3365596E-03  2.3651409E+00  1.8023213E-02
      1      1      2      6  1.2147236E-02  1.6729447E-02  1.8365914E-03  2.4949538E+00  1.2597354E-02
      1      1      2      7  1.2097293E-02  1.6468477E-02  1.8615799E-03  2.3481041E+00  1.8869249E-02
      1      2      1      0  2.6277890E-02  4.3397831E-02  5.3599035E-03  3.1940765E+00  1.4027892E-03
      1      2      1      1  2.4004949E-02  4.0574787E-02  5.4092673E-03  3.0632316E+00  2.1896055E-03
      1      2      1      2  1.8922945E-02  3.4354463E-02  4.7506308E-03  3.2483093E+00  1.1609300E-03
      1      2      1      3  1.1206829E-02  2.2801183E-02  2.5941827E-03  4.4693666E+00  7.8451564E-06
      1      2      1      4  1.0671369E-02  2.1239311E-02  2.5942015E-03  4.0736780E+00  4.6276456E-05
      1      2      1      5  1.0411372E-02  2.0167856E-02  2.5877850E-03  3.7702063E+00  1.6311267E-04
      1      2      1      6  8.1941882E-03  1.4269152E-02  1.5593290E-03  3.8958835E+00  9.7841426E-05
      1      2      1      7  8.0666722E-03  1.4044897E-02  1.5583844E-03  3.8361682E+00  1.2496883E-04
      1      2      2      0  4.0835278E-02  5.8832638E-02  6.8156422E-03  2.6405963E+00  8.2760268E-03
      1      2      2      1  3.9454793E-02  5.6981254E-02  7.0800283E-03  2.4754789E+00  1.3305764E-02
      1      2      2      2  3.3160707E-02  4.9018191E-02  6.2757601E-03  2.5267831E+00  1.1511258E-02
      1      2      2      3  1.7123641E-02  2.9983489E-02  3.1823298E-03  4.0410169E+00  5.3219912E-05
      1      2      2      4  1.6241713E-02  2.8731045E-02  3.3082576E-03  3.7751995E+00  1.5987965E-04
      1      2      2      5  1.6028133E-02  2.7847297E-02  3.3912855E-03  3.4851574E+00  4.9184754E-04
      1      2      2      6  1.2147236E-02  1.8345905E-02  1.8349889E-03  3.3780415E+00  7.3004066E-04
      1      2      2      7  1.2097293E-02  1.8176717E-02  1.8493827E-03  3.2872716E+00  1.0116321E-03
      2      1      1      0  1.1478033E-02  1.2019218E-02  1.2196314E-03  4.4372848E-01  6.5723890E-01
      2      1      1      1  1.1010946E-02  1.1588855E-02  1.2203509E-03  4.7355941E-01  6.3581413E-01
      2      1      1      2  9.5402405E-03  1.0951255E-02  1.1977362E-03  1.1780676E+00  2.3876965E-01
      2      1      1      3  7.3175848E-03  1.0081889E-02  1.0949675E-03  2.5245537E+00  1.1584530E-02
      2      1      1      4  7.0795031E-03  9.3025977E-03  1.0018795E-03  2.2189241E+00  2.6491888E-02
      2      1      1      5  6.8195059E-03  8.8322315E-03  9.6876908E-04  2.0776113E+00  3.7745176E-02
      2      1      1      6  5.9858163E-03  8.1477017E-03  8.7567823E-04  2.4688125E+00  1.3556222E-02
      2      1      1      7  5.8583003E-03  7.9527823E-03  8.6311587E-04  2.4266521E+00  1.5238859E-02
      2      1      2      0  1.4166819E-02  1.5087626E-02  1.4007490E-03  6.5736801E-01  5.1094432E-01
      2      1      2      1  1.3886224E-02  1.4739198E-02  1.4288884E-03  5.9694938E-01  5.5054118E-01
      2      1      2      2  1.2697710E-02  1.4093075E-02  1.4551491E-03  9.5891559E-01  3.3760127E-01
      2      1      2      3  1.0987396E-02  1.2942582E-02  1.3183979E-03  1.4830014E+00  1.3807404E-01
      2      1      2      4  1.0375566E-02  1.1913779E-02  1.2065980E-03  1.2748343E+00  2.0236788E-01
      2      1      2      5  1.0037937E-02  1.1399971E-02  1.1974595E-03  1.1374360E+00  2.5535608E-01
      2      1      2      6  8.5539199E-03  1.0458627E-02  1.0413378E-03  1.8290966E+00  6.7385134E-02
      2      1      2      7  8.4828477E-03  1.0233255E-02  1.0375213E-03  1.6871047E+00  9.1583219E-02
      2      2      1      0  1.1478033E-02  1.2640088E-02  1.2502748E-03  9.2943930E-01  3.5266147E-01
      2      2      1      1  1.1010946E-02  1.2296894E-02  1.2470671E-03  1.0311782E+00  3.0245728E-01
      2      2      1      2  9.5402405E-03  1.1674515E-02  1.2198115E-03  1.7496755E+00  8.0174322E-02
      2      2      1      3  7.3175848E-03  1.0678775E-02  1.1170114E-03  3.0090918E+00  2.6202990E-03
      2      2      1      4  7.0795031E-03  9.9228093E-03  1.0440124E-03  2.7234411E+00  6.4605739E-03
      2      2      1      5  6.8195059E-03  9.4762954E-03  1.0210168E-03  2.6021015E+00  9.2654414E-03
      2      2      1      6  5.9858163E-03  8.6538205E-03  9.1698204E-04  2.9095490E+00  3.6195066E-03
      2      2      1      7  5.8583003E-03  8.5242920E-03  9.1114720E-04  2.9259725E+00  3.4338129E-03
      2      2      2      0  1.4166819E-02  1.5748728E-02  1.4018494E-03  1.1284443E+00  2.5913234E-01
      2      2      2      1  1.3886224E-02  1.5462121E-02  1.4200291E-03  1.1097636E+00  2.6710089E-01
      2      2      2      2  1.2697710E-02  1.4854688E-02  1.4352393E-03  1.5028701E+00  1.3287255E-01
      2      2      2      3  1.0987396E-02  1.3583447E-02  1.3203250E-03  1.9662214E+00  4.9273042E-02
      2      2      2      4  1.0375566E-02  1.2617015E-02  1.2372038E-03  1.8117052E+00  7.0031766E-02
      2      2      2      5  1.0037937E-02  1.2132158E-02  1.2326042E-03  1.6990215E+00  8.9315133E-02
      2      2      2      6  8.5539199E-03  1.1032935E-02  1.0673689E-03  2.3225475E+00  2.0203474E-02
      2      2      2      7  8.4828477E-03  1.0896106E-02  1.0678601E-03  2.2599016E+00  2.3827358E-02
