      0      1      1      0  1.0000000E+02  1.0000000E+02  1.4395596E-11  1.0000000E+00  3.1731051E-01
      0      1      1      1  1.4753083E-01  1.3694148E-01  1.3144830E-02 -8.0559015E-01  4.2047921E-01
      0      1      1      2  5.9361881E-02  5.7703781E-02  5.7711242E-03 -2.8730974E-01  7.7387516E-01
      0      1      1      3  2.1943241E-02  3.1642779E-02  2.7762244E-03  3.4937875E+00  4.7621997E-04
      0      1      1      4  1.9555892E-02  2.6139857E-02  2.5290217E-03  2.6033645E+00  9.2313745E-03
      0      1      1      5  1.8115573E-02  2.4056320E-02  2.5449045E-03  2.3343695E+00  1.9576383E-02
      0      1      1      6  1.3604510E-02  1.8017607E-02  1.8708676E-03  2.3588504E+00  1.8331643E-02
      0      1      1      7  1.1208444E-02  1.5662924E-02  1.5103039E-03  2.9493937E+00  3.1839810E-03
      0      1      2      0  1.0000000E+01  1.0000000E+01  9.5923269E-14 -1.0000000E+00  3.1731051E-01
      0      1      2      1  1.7415353E-01  1.6840733E-01  1.2298570E-02 -4.6722497E-01  6.4033893E-01
      0      1      2      2  7.8105695E-02  7.2055250E-02  6.2355562E-03 -9.7031359E-01  3.3189021E-01
      0      1      2      3  3.0854980E-02  3.7900968E-02  2.8732994E-03  2.4522288E+00  1.4197437E-02
      0      1      2      4  2.7698888E-02  3.2258987E-02  2.8062361E-03  1.6249878E+00  1.0416516E-01
      0      1      2      5  2.6127330E-02  3.0650013E-02  2.9358883E-03  1.5404821E+00  1.2344289E-01
      0      1      2      6  2.0478448E-02  2.2699604E-02  2.1841669E-03  1.0169351E+00  3.0918429E-01
      0      1      2      7  1.5920140E-02  1.9317606E-02  1.6949543E-03  2.0044583E+00  4.5020985E-02
      0      2      1      0  1.0000000E+02  1.0000000E+02  1.4395596E-11  1.0000000E+00  3.1731051E-01
      0      2      1      1  1.4753083E-01  1.5846590E-01  1.3035530E-02  8.3886646E-01  4.0154425E-01
      0      2      1      2  5.9361881E-02  6.7993364E-02  6.1350508E-03  1.4069131E+00  1.5945316E-01
      0      2      1      3  2.1943241E-02  3.5123045E-02  3.0070470E-03  4.3829726E+00  1.1707083E-05
      0      2      1      4  1.9555892E-02  2.8911753E-02  2.7321546E-03  3.4243529E+00  6.1626541E-04
