      1  2.6277890E-02  1.1206829E-02  8.0666722E-03  3.7470259E-02  2.1524244E-02  1.3382309E-02
      2  2.6277890E-02  1.1206829E-02  8.0666722E-03  3.9663388E-02  1.6432951E-02  1.1618144E-02
      3  2.6277890E-02  1.1206829E-02  8.0666722E-03  4.5999242E-02  2.5175760E-02  1.4660341E-02
      4  2.6277890E-02  1.1206829E-02  8.0666722E-03  5.7165347E-02  2.6433297E-02  1.5251554E-02
      5  2.6277890E-02  1.1206829E-02  8.0666722E-03  5.0620623E-02  2.4116389E-02  1.6264350E-02
      6  2.6277890E-02  1.1206829E-02  8.0666722E-03  5.7424509E-02  2.2505175E-02  1.5711568E-02
      7  2.6277890E-02  1.1206829E-02  8.0666722E-03  4.5478790E-02  2.1739058E-02  1.5844488E-02
      8  2.6277890E-02  1.1206829E-02  8.0666722E-03  4.6252980E-02  2.4065829E-02  1.2449890E-02
      9  2.6277890E-02  1.1206829E-02  8.0666722E-03  4.4646227E-02  2.3835967E-02  1.4481421E-02
     10  2.6277890E-02  1.1206829E-02  8.0666722E-03  5.0845219E-02  2.2328846E-02  1.4932833E-02
     11  2.6277890E-02  1.1206829E-02  8.0666722E-03  4.1409421E-02  2.0604847E-02  1.3042078E-02
     12  2.6277890E-02  1.1206829E-02  8.0666722E-03  3.4184075E-02  1.8352104E-02  1.1131215E-02
     13  2.6277890E-02  1.1206829E-02  8.0666722E-03  4.5341033E-02  2.4376061E-02  1.5531122E-02
     14  2.6277890E-02  1.1206829E-02  8.0666722E-03  3.8789876E-02  1.9481798E-02  1.2505546E-02
     15  2.6277890E-02  1.1206829E-02  8.0666722E-03  4.3152871E-02  2.5743331E-02  1.5239805E-02
     16  2.6277890E-02  1.1206829E-02  8.0666722E-03  4.4848195E-02  2.0855847E-02  1.3560676E-02
     17  2.6277890E-02  1.1206829E-02  8.0666722E-03  4.6924082E-02  2.3829273E-02  1.5480452E-02
     18  2.6277890E-02  1.1206829E-02  8.0666722E-03  4.1161886E-02  2.0510911E-02  1.3282348E-02
     19  2.6277890E-02  1.1206829E-02  8.0666722E-03  3.9651254E-02  2.3967766E-02  1.3292488E-02
     20  2.6277890E-02  1.1206829E-02  8.0666722E-03  3.4004495E-02  1.7984159E-02  1.1502857E-02
     21  2.6277890E-02  1.1206829E-02  8.0666722E-03  4.3434372E-02  2.4512065E-02  1.5777270E-02
     22  2.6277890E-02  1.1206829E-02  8.0666722E-03  5.4252935E-02  2.5766210E-02  1.4937342E-02
     23  2.6277890E-02  1.1206829E-02  8.0666722E-03  4.9599681E-02  2.3644535E-02  1.2757554E-02
     24  2.6277890E-02  1.1206829E-02  8.0666722E-03  4.2971014E-02  2.3154736E-02  1.5065397E-02
     25  2.6277890E-02  1.1206829E-02  8.0666722E-03  3.8502217E-02  2.0615413E-02  1.5232437E-02
     26  2.6277890E-02  1.1206829E-02  8.0666722E-03  4.7142853E-02  2.3024048E-02  1.4856977E-02
     27  2.6277890E-02  1.1206829E-02  8.0666722E-03  3.6961934E-02  2.0392597E-02  1.2929019E-02
     28  2.6277890E-02  1.1206829E-02  8.0666722E-03  3.5967101E-02  2.2185771E-02  1.1940090E-02
     29  2.6277890E-02  1.1206829E-02  8.0666722E-03  4.9150044E-02  2.2811730E-02  1.4252628E-02
     30  2.6277890E-02  1.1206829E-02  8.0666722E-03  3.7326367E-02  2.2273277E-02  1.5061074E-02
     31  2.6277890E-02  1.1206829E-02  8.0666722E-03  4.0717641E-02  2.5954503E-02  1.6753442E-02
     32  2.6277890E-02  1.1206829E-02  8.0666722E-03  4.4094264E-02  2.7139212E-02  1.5339432E-02
     33  2.6277890E-02  1.1206829E-02  8.0666722E-03  3.7740915E-02  2.2534688E-02  1.1952088E-02
     34  2.6277890E-02  1.1206829E-02  8.0666722E-03  4.3051840E-02  2.3305640E-02  1.5410736E-02
     35  2.6277890E-02  1.1206829E-02  8.0666722E-03  4.3912927E-02  2.4811212E-02  1.5047918E-02
     36  2.6277890E-02  1.1206829E-02  8.0666722E-03  5.4413858E-02  2.4877500E-02  1.4421639E-02
     37  2.6277890E-02  1.1206829E-02  8.0666722E-03  4.4430815E-02  2.4114719E-02  1.6117289E-02
     38  2.6277890E-02  1.1206829E-02  8.0666722E-03  3.7157620E-02  1.8537224E-02  1.1039300E-02
     39  2.6277890E-02  1.1206829E-02  8.0666722E-03  4.9544343E-02  2.4123453E-02  1.4415689E-02
     40  2.6277890E-02  1.1206829E-02  8.0666722E-03  5.3764475E-02  2.4113269E-02  1.3296537E-02
     41  2.6277890E-02  1.1206829E-02  8.0666722E-03  4.7155612E-02  2.4425436E-02  1.4537477E-02
     42  2.6277890E-02  1.1206829E-02  8.0666722E-03  4.7481644E-02  2.2868804E-02  1.3408158E-02
