 1.3868515  1.5948342  3.815  2.7023  2.7023  28.14  39.026  62.24
 1.5948342  1.471883   2.7023  2.7023  5.0994  39.026  62.24  91.61
 1.5757576  1.5145688  2.7023  5.5  5.3093  2.178  3.432  5.198
 1.5145688  1.5302039  5.5  5.3093  5.7861  3.432  5.198  7.954
 1.5302039  1.5124466  5.3093  5.7861  6.3902  5.198  7.954  12.03
 1.2646283  1.491618   1.9965  1.5263  2.7058  5.7594  7.2835  10.8642
 1.6960611  1.4927787  8.7428  3.4971  3.6243  20.412  34.62  51.68
 1.5127911  1.5182449  3.1156  6.2948  7.9162  2.3532  3.5599  5.4048
 1.5182449  1.5285302  6.2948  7.9162  13.0029  3.5599  5.4048  8.2614
 1.5285302  1.5442419  7.9162  13.0029  1.5896  5.4048  8.2614  12.7576
 1.5790962  1.4095715  0.0  0.0  0.0  4.3839  6.9226  9.7579
 1.4837786  1.3009646  1.3988  0.8902  1.3035  5.24  7.775  10.115
 1.4648081  1.411934   15.683  6.5015  10.7044  7.138  10.4558  14.7629
 1.5390723  1.3586646  0.0  0.0  0.0  59.7367  91.9391  124.9144
 1.3586646  1.6860106  0.0  0.0  0.0  91.9391  124.9144  210.607
 1.6860106  1.5744994  0.0  0.0  0.0  124.9144  210.607  331.6006
 1.3375071  1.4582261  4.3015  3.0012  3.815  5.287  7.0714  10.3117
 1.4582261  1.5657651  3.0012  3.815  8.9018  7.0714  10.3117  16.1457
 1.5413522  1.6236662  3.5098  9.3914  3.8023  3.18  4.9015  7.9584
 1.5497735  1.4644945  6.9942  2.8613  3.815  5.1885  8.041  11.776
 1.3363555  1.6753209  0.0668  1.9711  0.639  10.3126  13.7813  23.0881
 1.3661573  1.2910508  0.0  0.0  0.0  2.8922  3.9512  5.1012
 1.3474457  1.6491297  0.0  0.0  0.0  6.1955  8.3481  13.7671
 1.5147879  1.6080076  5.4046  0.0  0.0  10.3497  15.6776  25.2097
 1.4908794  1.4606353  0.0  0.0  0.0  7.4666  11.1318  16.2595
 1.3828244  1.5974251  0.0  0.0  0.0  3.8869  5.3749  8.586
 1.3332792  1.5020618  7.4012  5.1026  8.002  7.3845  9.8456  14.7887
 1.5020618  1.333836   5.1026  8.002  4.8006  9.8456  14.7887  19.7257
 1.357422  1.5158143   0.0  0.0  0.0  3.941  5.3496  8.109
 1.4116807  1.4081286  0.0  0.0  0.0  5.2497  7.4109  10.4355
 1.6527521  1.4596069  0.0  0.0  0.0  13.1756  21.776  31.7844
 1.4596069  1.2908534  0.0  0.0  0.0  21.776  31.7844  41.029
 1.4038813  1.5108971  0.0  0.0  0.0  4.9777  6.9881  10.5583
 1.5951419  1.4642837  0.0  6.0405  14.9422  11.1896  17.849  26.136
 1.6745234  1.6708709  0.0  0.0  0.0  4.0814  6.8344  11.4194
 1.5202542  1.4565537  0.0  0.0  0.0  4.0288  6.1248  8.9211
 1.4565537  1.2602594  0.0  0.0  0.0  6.1248  8.9211  11.2429
 1.2792885  1.3698725  0.0  0.0  0.0  6.803  8.703  11.922
 1.2627149  1.3615346  0.0  0.0  0.0  3.6001  4.5459  6.1894
 1.3615346  1.2510906  0.0  0.0  0.0  4.5459  6.1894  7.7435
 1.2510906  1.2578937  0.0  0.0  0.0  6.1894  7.7435  9.7405
 1.6323303  1.6736533  6.3584  8.5838  3.4971  2.9842  4.8712  8.1527
 1.2502734  1.3340621  4.1902  3.85  4.1616  7.1334  8.9187  11.8981
 1.4779642  1.692577   0.0  0.0  0.0  8.1935  12.1097  20.4966
 1.5119133  1.5183319  6.7526  4.1298  6.9307  3.0722  4.6449  7.0525
 1.5183319  1.3503864  4.1298  6.9307  6.7431  4.6449  7.0525  9.5236
 1.3503864  1.5378218  6.9307  6.7431  0.0  7.0525  9.5236  14.6456
 1.5065013  1.4315672  14.7833  18.7573  0.0  8.306  12.513  17.9132
 1.4315672  1.4077217  18.7573  0.0  0.0  12.513  17.9132  25.2168
 1.5191149  1.5290155  3.0107  3.8595  7.7223  6.5577  9.9619  15.2319
 1.5290155  1.3596137  3.8595  7.7223  3.9422  9.9619  15.2319  20.7095
 1.6028857  1.6721447  0.8584  1.3798  0.4133  1.5109  2.4218  4.0496
 1.6721447  1.5062228  1.3798  0.4133  0.6358  2.4218  4.0496  6.0996
 1.5062228  1.5093941  0.4133  0.6358  0.6676  4.0496  6.0996  9.2067
 1.5093941  1.3417294  0.6358  0.6676  1.3416  6.0996  9.2067  12.3529
 1.3417294  1.619053   0.6676  1.3416  0.331  9.2067  12.3529  20.0
 1.5141274  1.5217164  0.6994  1.1413  1.0905  2.0209  3.0599  4.6563
