1.3868515,1.5948342,GJ 667 C c,GJ 667 C f,GJ 667 C e,3.815,2.7023,2.7023,28.14,39.026,62.24
1.5948342,1.471883,GJ 667 C f,GJ 667 C e,GJ 667 C d,2.7023,2.7023,5.0994,39.026,62.24,91.61
1.5757576,1.5145688,HD 158259 b,HD 158259 c,HD 158259 d,2.7023,5.5,5.3093,2.178,3.432,5.198
1.5145688,1.5302039,HD 158259 c,HD 158259 d,HD 158259 e,5.5,5.3093,5.7861,3.432,5.198,7.954
1.5302039,1.5124466,HD 158259 d,HD 158259 e,HD 158259 f,5.3093,5.7861,6.3902,5.198,7.954,12.03
1.2646283,1.491618,HD 215152 b,HD 215152 c,HD 215152 d,1.9965,1.5263,2.7058,5.7594,7.2835,10.8642
1.6960611,1.4927787,HD 40307 d,HD 40307 e,HD 40307 f,8.7428,3.4971,3.6243,20.412,34.62,51.68
1.5127911,1.5182449,K2-138 b,K2-138 c,K2-138 d,3.1156,6.2948,7.9162,2.3532,3.5599,5.4048
1.5182449,1.5285302,K2-138 c,K2-138 d,K2-138 e,6.2948,7.9162,13.0029,3.5599,5.4048,8.2614
1.5285302,1.5442419,K2-138 d,K2-138 e,K2-138 f,7.9162,13.0029,1.5896,5.4048,8.2614,12.7576
1.5790962,1.4095715,K2-148 b,K2-148 c,K2-148 d,0.0,0.0,0.0,4.3839,6.9226,9.7579
1.4837786,1.3009646,K2-239 b,K2-239 c,K2-239 d,1.3988,0.8902,1.3035,5.24,7.775,10.115
1.4648081,1.411934,K2-285 c,K2-285 d,K2-285 e,15.683,6.5015,10.7044,7.138,10.4558,14.7629
1.5390723,1.3586646,KOI-351 d,KOI-351 e,KOI-351 f,0.0,0.0,0.0,59.7367,91.9391,124.9144
1.3586646,1.6860106,KOI-351 e,KOI-351 f,KOI-351 g,0.0,0.0,0.0,91.9391,124.9144,210.607
1.6860106,1.5744994,KOI-351 f,KOI-351 g,KOI-351 h,0.0,0.0,0.0,124.9144,210.607,331.6006
1.3375071,1.4582261,Kepler-102 b,Kepler-102 c,Kepler-102 d,4.3015,3.0012,3.815,5.287,7.0714,10.3117
1.4582261,1.5657651,Kepler-102 c,Kepler-102 d,Kepler-102 e,3.0012,3.815,8.9018,7.0714,10.3117,16.1457
1.5413522,1.6236662,Kepler-107 b,Kepler-107 c,Kepler-107 d,3.5098,9.3914,3.8023,3.18,4.9015,7.9584
1.5497735,1.4644945,Kepler-114 b,Kepler-114 c,Kepler-114 d,6.9942,2.8613,3.815,5.1885,8.041,11.776
1.3363555,1.6753209,Kepler-138 b,Kepler-138 c,Kepler-138 d,0.0668,1.9711,0.639,10.3126,13.7813,23.0881
1.3661573,1.2910508,Kepler-1542 c,Kepler-1542 b,Kepler-1542 e,0.0,0.0,0.0,2.8922,3.9512,5.1012
1.3474457,1.6491297,Kepler-169 c,Kepler-169 d,Kepler-169 e,0.0,0.0,0.0,6.1955,8.3481,13.7671
1.5147879,1.6080076,Kepler-197 c,Kepler-197 d,Kepler-197 e,5.4046,0.0,0.0,10.3497,15.6776,25.2097
1.4908794,1.4606353,Kepler-208 c,Kepler-208 d,Kepler-208 e,0.0,0.0,0.0,7.4666,11.1318,16.2595
1.3828244,1.5974251,Kepler-217 d,Kepler-217 b,Kepler-217 c,0.0,0.0,0.0,3.8869,5.3749,8.586
1.3332792,1.5020618,Kepler-223 b,Kepler-223 c,Kepler-223 d,7.4012,5.1026,8.002,7.3845,9.8456,14.7887
1.5020618,1.333836,Kepler-223 c,Kepler-223 d,Kepler-223 e,5.1026,8.002,4.8006,9.8456,14.7887,19.7257
1.357422,1.5158143,Kepler-226 b,Kepler-226 c,Kepler-226 d,0.0,0.0,0.0,3.941,5.3496,8.109
1.4116807,1.4081286,Kepler-271 d,Kepler-271 c,Kepler-271 b,0.0,0.0,0.0,5.2497,7.4109,10.4355
1.6527521,1.4596069,Kepler-33 c,Kepler-33 d,Kepler-33 e,0.0,0.0,0.0,13.1756,21.776,31.7844
1.4596069,1.2908534,Kepler-33 d,Kepler-33 e,Kepler-33 f,0.0,0.0,0.0,21.776,31.7844,41.029
1.4038813,1.5108971,Kepler-339 b,Kepler-339 c,Kepler-339 d,0.0,0.0,0.0,4.9777,6.9881,10.5583
