1.5951419,1.4642837,Kepler-350 b,Kepler-350 c,Kepler-350 d,0.0,6.0405,14.9422,11.1896,17.849,26.136
1.6745234,1.6708709,Kepler-398 b,Kepler-398 d,Kepler-398 c,0.0,0.0,0.0,4.0814,6.8344,11.4194
1.5202542,1.4565537,Kepler-402 b,Kepler-402 c,Kepler-402 d,0.0,0.0,0.0,4.0288,6.1248,8.9211
1.4565537,1.2602594,Kepler-402 c,Kepler-402 d,Kepler-402 e,0.0,0.0,0.0,6.1248,8.9211,11.2429
1.2792885,1.3698725,Kepler-431 b,Kepler-431 c,Kepler-431 d,0.0,0.0,0.0,6.803,8.703,11.922
1.2627149,1.3615346,Kepler-444 b,Kepler-444 c,Kepler-444 d,0.0,0.0,0.0,3.6001,4.5459,6.1894
1.3615346,1.2510906,Kepler-444 c,Kepler-444 d,Kepler-444 e,0.0,0.0,0.0,4.5459,6.1894,7.7435
1.2510906,1.2578937,Kepler-444 d,Kepler-444 e,Kepler-444 f,0.0,0.0,0.0,6.1894,7.7435,9.7405
1.6323303,1.6736533,Kepler-445 b,Kepler-445 c,Kepler-445 d,6.3584,8.5838,3.4971,2.9842,4.8712,8.1527
1.2502734,1.3340621,Kepler-60 b,Kepler-60 c,Kepler-60 d,4.1902,3.85,4.1616,7.1334,8.9187,11.8981
1.4779642,1.692577,Kepler-758 e,Kepler-758 b,Kepler-758 d,0.0,0.0,0.0,8.1935,12.1097,20.4966
1.5119133,1.5183319,Kepler-80 d,Kepler-80 e,Kepler-80 b,6.7526,4.1298,6.9307,3.0722,4.6449,7.0525
1.5183319,1.3503864,Kepler-80 e,Kepler-80 b,Kepler-80 c,4.1298,6.9307,6.7431,4.6449,7.0525,9.5236
1.3503864,1.5378218,Kepler-80 b,Kepler-80 c,Kepler-80 g,6.9307,6.7431,0.0,7.0525,9.5236,14.6456
1.5065013,1.4315672,Kepler-85 b,Kepler-85 c,Kepler-85 d,14.7833,18.7573,0.0,8.306,12.513,17.9132
1.4315672,1.4077217,Kepler-85 c,Kepler-85 d,Kepler-85 e,18.7573,0.0,0.0,12.513,17.9132,25.2168
1.5191149,1.5290155,TOI-178 d,TOI-178 e,TOI-178 f,3.0107,3.8595,7.7223,6.5577,9.9619,15.2319
1.5290155,1.3596137,TOI-178 e,TOI-178 f,TOI-178 g,3.8595,7.7223,3.9422,9.9619,15.2319,20.7095
1.6028857,1.6721447,TRAPPIST-1 b,TRAPPIST-1 c,TRAPPIST-1 d,0.8584,1.3798,0.4133,1.5109,2.4218,4.0496
1.6721447,1.5062228,TRAPPIST-1 c,TRAPPIST-1 d,TRAPPIST-1 e,1.3798,0.4133,0.6358,2.4218,4.0496,6.0996
1.5062228,1.5093941,TRAPPIST-1 d,TRAPPIST-1 e,TRAPPIST-1 f,0.4133,0.6358,0.6676,4.0496,6.0996,9.2067
1.5093941,1.3417294,TRAPPIST-1 e,TRAPPIST-1 f,TRAPPIST-1 g,0.6358,0.6676,1.3416,6.0996,9.2067,12.3529
1.3417294,1.619053,TRAPPIST-1 f,TRAPPIST-1 g,TRAPPIST-1 h,0.6676,1.3416,0.331,9.2067,12.3529,20.0
1.5141274,1.5217164,YZ Cet b,YZ Cet c,YZ Cet d,0.6994,1.1413,1.0905,2.0209,3.0599,4.6563
